"id","full_name","team_name","position","height","weight","bat_side","pitch_hand","height_inches"
608334,"Carson Fulmer","Los Angeles Angels","Pitcher","6' 0""",210,"R","R",72
681892,"Kody Funderburk","Minnesota Twins","Pitcher","6' 4""",230,"L","L",76
683769,"Hunter Gaddis","Cleveland Guardians","Pitcher","6' 6""",260,"R","R",78
606149,"Giovanny Gallegos","St. Louis Cardinals","Pitcher","6' 2""",205,"R","R",74
668678,"Zac Gallen","Arizona Diamondbacks","Pitcher","6' 2""",189,"R","R",74
608336,"Joey Gallo","Washington Nationals","Outfielder","6' 4""",250,"L","R",76
592325,"Ben Gamel","Houston Astros","Outfielder","5' 10""",180,"L","L",70
642520,"Gerson Garabito","Texas Rangers","Pitcher","6' 0""",220,"R","R",72
605244,"Aramis Garcia","Philadelphia Phillies","Catcher","6' 1""",228,"R","R",73
541645,"Avisaíl García","Miami Marlins","Outfielder","6' 4""",250,"R","R",76
665620,"Deivi García","Chicago White Sox","Pitcher","5' 11""",194,"R","R",71
666969,"Adolis García","Texas Rangers","Outfielder","6' 0""",205,"R","R",72
671277,"Luis García Jr.","Washington Nationals","First Base","6' 1""",216,"L","R",73
472610,"Luis García","Boston Red Sox","Pitcher","6' 2""",240,"R","R",74
672580,"Maikel Garcia","Kansas City Royals","Third Base","6' 1""",180,"R","R",73
676395,"Robert Garcia","Washington Nationals","Pitcher","6' 4""",236,"R","L",76
554340,"Yimi García","Seattle Mariners","Pitcher","6' 1""",230,"R","R",73
607237,"Amir Garrett","Los Angeles Angels","Pitcher","6' 5""",239,"R","L",77
666129,"Braxton Garrett","Miami Marlins","Pitcher","6' 2""",202,"R","L",74
656448,"Stone Garrett","Washington Nationals","Outfielder","6' 1""",228,"R","R",73
657585,"Reed Garrett","New York Mets","Pitcher","6' 2""",195,"R","R",74
641598,"Mitch Garver","Seattle Mariners","Catcher","6' 1""",220,"R","R",73
681508,"Mickey Gasper","Boston Red Sox","Designated Hitter","5' 9""",205,"S","R",69
688107,"Robert Gasser","Milwaukee Brewers","Pitcher","6' 0""",197,"L","L",72
592332,"Kevin Gausman","Toronto Blue Jays","Pitcher","6' 2""",205,"L","R",74
680869,"Zack Gelof","Oakland Athletics","Third Base","6' 2""",205,"R","R",74
694355,"Tyler Gentry","Kansas City Royals","Outfield","6' 1""",210,"R","R",73
593334,"Domingo Germán","Pittsburgh Pirates","Pitcher","6' 2""",181,"R","R",74
664139,"Ian Gibaut","Cincinnati Reds","Pitcher","6' 3""",250,"R","R",75
502043,"Kyle Gibson","St. Louis Cardinals","Pitcher","6' 6""",200,"R","R",78
661563,"Luis Gil","New York Yankees","Pitcher","6' 3""",215,"R","R",75
669302,"Logan Gilbert","Seattle Mariners","Pitcher","6' 6""",215,"R","R",78
656457,"Tyler Gilbert","Philadelphia Phillies","Pitcher","6' 3""",225,"L","L",75
656458,"Lucas Gilbreath","Colorado Rockies","Pitcher","6' 1""",185,"L","L",73
670810,"Logan Gillaspie","San Diego Padres","Pitcher","6' 2""",215,"R","R",74
687362,"Connor Gillispie","Cleveland Guardians","Pitcher","5' 11""",185,"R","R",71
665926,"Andrés Giménez","Cleveland Guardians","Shortstop","5' 11""",161,"L","R",71
656464,"Kevin Ginkel","Arizona Diamondbacks","Pitcher","6' 4""",235,"L","R",76
669372,"J.T. Ginn","Oakland Athletics","Pitcher","6' 2""",200,"R","R",74
607192,"Tyler Glasnow","Los Angeles Dodgers","Pitcher","6' 8""",225,"L","R",80
502671,"Paul Goldschmidt","St. Louis Cardinals","First Base","6' 2""",225,"R","R",74
596295,"Austin Gomber","Colorado Rockies","Pitcher","6' 5""",220,"L","L",77
543228,"Yan Gomes","Chicago Cubs","Catcher","6' 2""",212,"R","R",74
672782,"Yoendrys Gómez","New York Yankees","Pitcher","6' 3""",212,"R","R",75
594835,"Marco Gonzales","Pittsburgh Pirates","Pitcher","6' 1""",205,"L","L",73
693304,"Nick Gonzales","Pittsburgh Pirates","Third Base","5' 8""",193,"R","R",68
663853,"Romy Gonzalez","Boston Red Sox","Designated Hitter","6' 0""",215,"R","R",72
624647,"Victor González","New York Yankees","Pitcher","6' 0""",180,"L","L",72
696100,"Hunter Goodman","Colorado Rockies","Catcher","5' 11""",220,"R","R",71
592348,"Niko Goodrum","Los Angeles Angels","First Base","6' 3""",220,"S","R",75
624503,"Nick Gordon","Miami Marlins","Shortstop","6' 0""",160,"L","R",72
685299,"Tanner Gordon","Colorado Rockies","Pitcher","6' 5""",220,"L","R",77
669022,"MacKenzie Gore","Washington Nationals","Pitcher","6' 2""",193,"L","L",74
669357,"Nolan Gorman","St. Louis Cardinals","Third Base","6' 0""",225,"L","R",72
543238,"Anthony Gose","Cleveland Guardians","Pitcher","6' 0""",200,"L","L",72
700669,"Gordon Graceffo","St. Louis Cardinals","Pitcher","6' 4""",220,"R","R",76
518735,"Yasmani Grandal","Pittsburgh Pirates","Catcher","6' 2""",225,"S","R",74
660813,"Brusdar Graterol","Los Angeles Dodgers","Pitcher","6' 1""",265,"R","R",73
592351,"Jon Gray","Texas Rangers","Pitcher","6' 4""",225,"R","R",76
680686,"Josiah Gray","Washington Nationals","Pitcher","6' 1""",209,"R","R",73
543243,"Sonny Gray","St. Louis Cardinals","Pitcher","5' 10""",190,"R","R",70
656484,"Tristan Gray","Oakland Athletics","Shortstop","6' 1""",215,"L","R",73
643338,"Chad Green","Toronto Blue Jays","Pitcher","6' 3""",215,"L","R",75
668881,"Hunter Greene","Cincinnati Reds","Pitcher","6' 5""",242,"R","R",77
682985,"Riley Greene","Detroit Tigers","Outfielder","6' 2""",200,"L","L",74
545341,"Randal Grichuk","Arizona Diamondbacks","Designated Hitter","6' 0""",210,"R","R",72
663757,"Trent Grisham","New York Yankees","Outfielder","5' 10""",221,"L","L",70
687093,"Vaughn Grissom","Boston Red Sox","Second Base","6' 2""",210,"R","R",74
543257,"Robbie Grossman","Kansas City Royals","Outfielder","6' 0""",209,"S","L",72
675627,"Michael Grove","Los Angeles Dodgers","Pitcher","6' 3""",200,"R","R",75
674944,"Sean Guenther","Detroit Tigers","Pitcher","5' 11""",194,"L","L",71
692285,"Luis Guerrero","Boston Red Sox","Pitcher","6' 0""",215,"R","R",72
665489,"Vladimir Guerrero Jr.","Toronto Blue Jays","First Base","6' 0""",245,"R","R",72
641645,"Luis Guillorme","Los Angeles Angels","Third Base","5' 10""",190,"L","R",70
666971,"Lourdes Gurriel Jr.","Arizona Diamondbacks","Outfielder","6' 3""",215,"R","R",75
493329,"Yuli Gurriel","Kansas City Royals","First Base","6' 0""",215,"R","R",72
661269,"Vladimir Gutierrez","Miami Marlins","Pitcher","6' 1""",205,"R","R",73
606992,"Eric Haase","Milwaukee Brewers","Catcher","5' 10""",201,"R","R",70
623352,"Josh Hader","Houston Astros","Pitcher","6' 3""",188,"L","L",75
664059,"Sam Haggerty","Seattle Mariners","Outfielder","5' 11""",175,"S","R",71
669084,"DL Hall","Milwaukee Brewers","Pitcher","6' 1""",209,"L","L",73
678020,"Seth Halvorsen","Colorado Rockies","Pitcher","6' 2""",243,"R","R",74
666152,"David Hamilton","Boston Red Sox","Third Base","5' 10""",192,"L","R",70
641656,"Ian Hamilton","New York Yankees","Pitcher","6' 1""",200,"R","R",73
641658,"Garrett Hampson","Kansas City Royals","Second Base","5' 10""",196,"R","R",70
676106,"Emerson Hancock","Seattle Mariners","Pitcher","6' 4""",213,"R","R",76
669724,"Brenan Hanifee","Detroit Tigers","Pitcher","6' 5""",215,"R","R",77
571745,"Mitch Haniger","Seattle Mariners","Outfielder","6' 1""",214,"R","R",73
664023,"Ian Happ","Chicago Cubs","Outfielder","5' 10""",205,"S","R",70
547180,"Bryce Harper","Philadelphia Phillies","First Base","6' 1""",210,"L","R",73
695391,"Brett Harris","Oakland Athletics","Third Base","6' 2""",208,"R","R",74
687957,"Dustin Harris","Texas Rangers","Outfielder","6' 2""",185,"L","R",74
663687,"Hogan Harris","Oakland Athletics","Pitcher","6' 3""",230,"R","L",75
671739,"Michael Harris II","Atlanta Braves","Outfielder","5' 11""",195,"L","L",71
690986,"Kyle Harrison","San Francisco Giants","Pitcher","6' 2""",216,"R","L",74
664129,"Geoff Hartlieb","Colorado Rockies","Pitcher","6' 5""",240,"R","R",77
701643,"Grant Hartwig","New York Mets","Pitcher","6' 5""",235,"R","R",77
640451,"Hunter Harvey","Kansas City Royals","Pitcher","6' 3""",233,"R","R",75
663647,"Ke'Bryan Hayes","Pittsburgh Pirates","Third Base","5' 11""",215,"R","R",71
669720,"Austin Hays","Philadelphia Phillies","Outfielder","5' 10""",200,"R","R",70
687396,"Brent Headrick","Minnesota Twins","Pitcher","6' 6""",235,"L","L",78
571760,"Andrew Heaney","Texas Rangers","Pitcher","6' 2""",200,"L","L",74
669169,"Jonathan Heasley","Baltimore Orioles","Pitcher","6' 3""",225,"R","R",75
595978,"Austin Hedges","Cleveland Guardians","Catcher","6' 0""",220,"R","R",72
641680,"Jonah Heim","Texas Rangers","Catcher","6' 4""",220,"S","R",76
623168,"Tyler Heineman","Toronto Blue Jays","Catcher","5' 10""",190,"S","R",70
621294,"Ben Heller","Pittsburgh Pirates","Pitcher","6' 3""",210,"R","R",75
680737,"Michael Helman","Minnesota Twins","Outfielder","6' 0""",195,"R","R",72
664854,"Ryan Helsley","St. Louis Cardinals","Pitcher","6' 2""",235,"R","R",74
683002,"Gunnar Henderson","Baltimore Orioles","Shortstop","6' 3""",230,"L","R",75
543294,"Kyle Hendricks","Chicago Cubs","Pitcher","6' 3""",190,"R","R",75
668874,"Blair Henley","Houston Astros","Pitcher","6' 3""",190,"R","R",75
683618,"Edgardo Henriquez","Los Angeles Dodgers","Pitcher","6' 4""",200,"R","R",76
678692,"Ronny Henriquez","Minnesota Twins","Pitcher","5' 10""",155,"R","R",70
674072,"Tommy Henry","Arizona Diamondbacks","Pitcher","6' 3""",205,"L","L",75
682073,"David Hensley","Miami Marlins","Outfield","6' 6""",219,"R","R",78
656529,"Sam Hentges","Cleveland Guardians","Pitcher","6' 8""",255,"L","L",80
623474,"Jimmy Herget","Atlanta Braves","Pitcher","6' 3""",183,"R","R",75
643361,"Kevin Herget","Milwaukee Brewers","Pitcher","5' 10""",185,"L","R",70
687231,"Darell Hernaiz","Oakland Athletics","Shortstop","5' 11""",190,"R","R",71
672578,"Carlos Hernández","Kansas City Royals","Pitcher","6' 4""",255,"R","R",76
678226,"Daysbel Hernández","Atlanta Braves","Pitcher","5' 10""",220,"R","R",70
622694,"Elieser Hernández","Milwaukee Brewers","Pitcher","6' 1""",214,"R","R",73
571771,"Enrique Hernández","Los Angeles Dodgers","Third Base","5' 10""",195,"R","R",70
642546,"Jonathan Hernández","Seattle Mariners","Pitcher","6' 3""",190,"R","R",75
669796,"Jose E. Hernandez","Pittsburgh Pirates","Pitcher","6' 3""",205,"L","L",75
663321,"Nick Hernandez","Houston Astros","Pitcher","6' 1""",212,"R","R",73
606192,"Teoscar Hernández","Los Angeles Dodgers","Outfielder","6' 0""",215,"R","R",72
671056,"Iván Herrera","St. Louis Cardinals","Designated Hitter","5' 11""",220,"R","R",71
645444,"Jose Herrera","Arizona Diamondbacks","Catcher","5' 9""",217,"S","R",69
682120,"Tim Herrin","Cleveland Guardians","Pitcher","6' 6""",230,"L","L",78
687792,"DJ Herz","Washington Nationals","Pitcher","6' 2""",197,"R","L",74
518792,"Jason Heyward","Houston Astros","Outfielder","6' 5""",240,"L","L",77
676551,"Brewer Hicklen","Milwaukee Brewers","Outfielder","6' 2""",215,"R","R",74
543305,"Aaron Hicks","Los Angeles Angels","Outfielder","6' 1""",205,"S","R",73
663855,"Jordan Hicks","San Francisco Giants","Pitcher","6' 2""",217,"R","R",74
543309,"Kyle Higashioka","San Diego Padres","Catcher","6' 1""",202,"R","R",73
656537,"Derek Hill","Miami Marlins","Outfielder","6' 0""",206,"R","R",72
677955,"Jaden Hill","Colorado Rockies","Pitcher","6' 4""",260,"R","R",76
448179,"Rich Hill","Boston Red Sox","Pitcher","6' 5""",220,"L","L",77
657612,"Tim Hill","New York Yankees","Pitcher","6' 4""",210,"R","L",76
656541,"Sam Hilliard","Colorado Rockies","Outfielder","6' 5""",236,"L","L",77
677956,"Rece Hinds","Cincinnati Reds","Outfielder","6' 3""",215,"R","R",75
669374,"Keston Hiura","Los Angeles Angels","First Base","5' 10""",208,"R","R",70
663546,"Sean Hjelle","San Francisco Giants","Pitcher","6' 11""",247,"R","R",83
687863,"Porter Hodge","Chicago Cubs","Pitcher","6' 4""",230,"R","R",76
663773,"Bryan Hoeing","San Diego Padres","Pitcher","6' 6""",210,"R","R",78
663538,"Nico Hoerner","Chicago Cubs","Second Base","5' 11""",200,"R","R",71
656546,"Jeff Hoffman","Philadelphia Phillies","Pitcher","6' 5""",235,"R","R",77
670059,"Colin Holderman","Pittsburgh Pirates","Pitcher","6' 6""",230,"R","R",78
702616,"Jackson Holliday","Baltimore Orioles","Second Base","5' 11""",200,"L","R",71
668970,"Gavin Hollowell","Chicago Cubs","Pitcher","6' 7""",215,"R","R",79
680880,"Grant Holman","Oakland Athletics","Pitcher","6' 6""",250,"R","R",78
605280,"Clay Holmes","New York Yankees","Pitcher","6' 5""",245,"R","R",77
656550,"Grant Holmes","Atlanta Braves","Pitcher","6' 0""",226,"L","R",72
663947,"Tyler Holton","Detroit Tigers","Pitcher","6' 2""",200,"L","L",74
641703,"Brent Honeywell","Los Angeles Dodgers","Pitcher","6' 2""",195,"R","R",74
690544,"Bailey Horn","Boston Red Sox","Pitcher","6' 2""",210,"L","L",74
687462,"Spencer Horwitz","Toronto Blue Jays","First Base","5' 10""",204,"L","R",70
656555,"Rhys Hoskins","Milwaukee Brewers","First Base","6' 3""",241,"R","R",75
656557,"Tanner Houck","Boston Red Sox","Pitcher","6' 5""",226,"R","R",77
605288,"Adrian Houser","New York Mets","Pitcher","6' 4""",227,"R","R",76
675921,"Spencer Howard","Cleveland Guardians","Pitcher","6' 3""",210,"R","R",75
663542,"Bryan Hudson","Milwaukee Brewers","Pitcher","6' 8""",248,"L","L",80
641712,"Dakota Hudson","Colorado Rockies","Pitcher","6' 5""",215,"R","R",77
543339,"Daniel Hudson","Los Angeles Dodgers","Pitcher","6' 3""",215,"R","R",75
621529,"Joe Hudson","New York Mets","Catcher","5' 11""",210,"R","R",71
669087,"Sam Huff","Texas Rangers","Catcher","6' 4""",242,"R","R",76
676714,"Brandon Hughes","Arizona Diamondbacks","Pitcher","6' 2""",215,"S","L",74
669450,"Cooper Hummel","Houston Astros","Outfielder","5' 9""",198,"S","R",69
669165,"Kyle Hurt","Los Angeles Dodgers","Pitcher","6' 3""",240,"R","R",75
676428,"Brant Hurter","Detroit Tigers","Pitcher","6' 6""",250,"L","L",78
674441,"Jacob Hurtubise","Cincinnati Reds","Outfielder","5' 11""",180,"L","R",71
628451,"Andy Ibáñez","Detroit Tigers","Second Base","5' 10""",205,"R","R",70
578428,"Jose Iglesias","New York Mets","Second Base","5' 11""",195,"R","R",71
628452,"Raisel Iglesias","Atlanta Braves","Pitcher","6' 2""",190,"R","R",74
684007,"Shota Imanaga","Chicago Cubs","Pitcher","5' 10""",175,"L","L",70
663697,"Jonathan India","Cincinnati Reds","Second Base","5' 10""",200,"R","R",70
683568,"Jairo Iriarte","Chicago White Sox","Pitcher","6' 4""",240,"R","R",76
608344,"Cole Irvin","Minnesota Twins","Pitcher","6' 4""",225,"L","L",76
663623,"Jake Irvin","Washington Nationals","Pitcher","6' 6""",234,"R","R",78
664728,"Kyle Isbel","Kansas City Royals","Outfielder","5' 10""",190,"L","R",70
656577,"Alex Jackson","Tampa Bay Rays","Catcher","6' 1""",238,"R","R",73
592426,"Luke Jackson","Atlanta Braves","Pitcher","6' 2""",210,"R","R",74
543351,"Jay Jackson","Minnesota Twins","Pitcher","6' 1""",195,"R","R",73
689690,"Alek Jacob","San Diego Padres","Pitcher","6' 3""",190,"L","R",75
682175,"Joe Jacques","Arizona Diamondbacks","Pitcher","6' 4""",210,"L","L",76
608671,"Travis Jankowski","Texas Rangers","Outfielder","6' 3""",195,"L","R",75
643376,"Danny Jansen","Boston Red Sox","Catcher","6' 2""",240,"R","R",74
445276,"Kenley Jansen","Boston Red Sox","Pitcher","6' 5""",265,"S","R",77
686826,"Bryce Jarvis","Arizona Diamondbacks","Pitcher","6' 2""",195,"L","R",74
664299,"Cristian Javier","Houston Astros","Pitcher","6' 1""",210,"R","R",73
643377,"Griffin Jax","Minnesota Twins","Pitcher","6' 2""",195,"R","R",74
664079,"Tyler Jay","Milwaukee Brewers","Pitcher","6' 0""",191,"L","L",72
641726,"Daulton Jefferies","Pittsburgh Pirates","Pitcher","6' 0""",182,"L","R",72
680777,"Ryan Jeffers","Minnesota Twins","Catcher","6' 2""",235,"R","R",74
666204,"Dany Jiménez","Oakland Athletics","Pitcher","6' 1""",182,"R","R",73
650391,"Eloy Jiménez","Baltimore Orioles","Designated Hitter","6' 4""",250,"R","R",76
641729,"Joe Jiménez","Atlanta Braves","Pitcher","6' 3""",277,"R","R",75
677870,"Leo Jiménez","Toronto Blue Jays","Third Base","5' 10""",215,"R","R",70
695549,"Jackson Jobe","Detroit Tigers","Pitcher","6' 2""",190,"R","R",74
656582,"Connor Joe","Pittsburgh Pirates","Outfielder","5' 11""",205,"R","R",71
669369,"Bryce Johnson","San Diego Padres","Outfielder","5' 11""",190,"S","R",71
669288,"Daniel Johnson","Baltimore Orioles","Outfielder","5' 10""",200,"L","L",70
572955,"Pierce Johnson","Atlanta Braves","Pitcher","6' 2""",202,"R","R",74
686751,"Seth Johnson","Philadelphia Phillies","Pitcher","6' 1""",205,"R","R",73
675659,"Greg Jones","Colorado Rockies","Outfielder","6' 0""",189,"S","R",72
663330,"Jahmai Jones","New York Yankees","Designated Hitter","5' 10""",210,"R","R",70
683003,"Jared Jones","Pittsburgh Pirates","Pitcher","6' 0""",211,"L","R",72
666134,"Nolan Jones","Colorado Rockies","Outfielder","6' 4""",195,"L","R",76
682119,"Levi Jordan","Cincinnati Reds","Outfielder","5' 8""",170,"R","R",68
690829,"Ben Joyce","Los Angeles Angels","Pitcher","6' 5""",225,"R","R",77
592450,"Aaron Judge","New York Yankees","Outfielder","6' 7""",282,"R","R",79
666397,"Edouard Julien","Minnesota Twins","Second Base","6' 1""",195,"L","R",73
667452,"Corey Julks","Chicago White Sox","Outfielder","5' 11""",220,"R","R",71
690291,"Jace Jung","Detroit Tigers","Third Base","5' 11""",205,"L","R",71
673962,"Josh Jung","Texas Rangers","Third Base","6' 1""",214,"R","R",73
596001,"Jakob Junis","Cincinnati Reds","Pitcher","6' 3""",238,"R","R",75
676083,"Janson Junk","Oakland Athletics","Pitcher","6' 2""",197,"R","R",74
687145,"Evan Justice","Colorado Rockies","Pitcher","6' 4""",205,"L","L",76
592454,"Tommy Kahnle","New York Yankees","Pitcher","6' 1""",230,"R","R",73
694359,"Niko Kavadas","Los Angeles Angels","First Base","5' 11""",235,"L","R",71
680577,"DaShawn Keirsey Jr.","Minnesota Twins","Outfielder","6' 0""",195,"L","L",72
690993,"Colt Keith","Detroit Tigers","Third Base","6' 2""",211,"L","R",74
672284,"Jarred Kelenic","Atlanta Braves","Outfielder","5' 11""",206,"L","L",71
641745,"Brad Keller","Boston Red Sox","Pitcher","6' 5""",255,"R","R",77
656605,"Mitch Keller","Pittsburgh Pirates","Pitcher","6' 3""",213,"R","R",75
608348,"Carson Kelly","Texas Rangers","Catcher","6' 1""",212,"R","R",73
543391,"Casey Kelly","Cincinnati Reds","Pitcher","6' 3""",215,"R","R",75
523260,"Joe Kelly","Los Angeles Dodgers","Pitcher","6' 1""",174,"R","R",73
518876,"Merrill Kelly","Arizona Diamondbacks","Pitcher","6' 2""",210,"R","R",74
687330,"Kevin Kelly","Tampa Bay Rays","Pitcher","6' 2""",195,"R","R",74
547184,"Michael Kelly","Oakland Athletics","Pitcher","6' 4""",185,"R","R",76
677161,"Zack Kelly","Boston Red Sox","Pitcher","6' 3""",231,"R","R",75
643393,"Tony Kemp","Baltimore Orioles","Outfielder","5' 6""",160,"L","R",66
671083,"Buddy Kennedy","Philadelphia Phillies","Third Base","5' 10""",213,"R","R",70
596146,"Max Kepler","Minnesota Twins","Outfielder","6' 4""",225,"L","L",76
689147,"Orion Kerkering","Philadelphia Phillies","Pitcher","6' 2""",204,"R","R",74
678061,"Ray Kerr","Atlanta Braves","Pitcher","6' 3""",185,"L","L",75
477132,"Clayton Kershaw","Los Angeles Dodgers","Pitcher","6' 4""",225,"L","L",76
666197,"Grae Kessinger","Houston Astros","Third Base","6' 1""",204,"R","R",73
572971,"Dallas Keuchel","Milwaukee Brewers","Pitcher","6' 2""",205,"L","L",74
595281,"Kevin Kiermaier","Los Angeles Dodgers","Outfielder","6' 1""",210,"L","R",73
579328,"Yusei Kikuchi","Houston Astros","Pitcher","6' 0""",210,"L","L",72
668873,"Caleb Kilian","Chicago Cubs","Pitcher","6' 4""",206,"R","R",76
673490,"Ha-Seong Kim","San Diego Padres","Shortstop","5' 10""",200,"R","R",70
518886,"Craig Kimbrel","Baltimore Orioles","Pitcher","6' 0""",215,"R","R",72
643396,"Isiah Kiner-Falefa","Toronto Blue Jays","Second Base","5' 10""",195,"R","R",70
687911,"Bryan King","Houston Astros","Pitcher","6' 1""",205,"R","L",73
667463,"John King","St. Louis Cardinals","Pitcher","6' 2""",215,"L","L",74
650633,"Michael King","San Diego Padres","Pitcher","6' 3""",210,"R","R",75
641755,"Tyler Kinley","Colorado Rockies","Pitcher","6' 4""",220,"R","R",76
669923,"George Kirby","Seattle Mariners","Pitcher","6' 4""",215,"R","R",76
666135,"Alex Kirilloff","Minnesota Twins","Outfielder","6' 2""",195,"L","L",74
672386,"Alejandro Kirk","Toronto Blue Jays","Catcher","5' 8""",245,"R","R",68
685116,"Austin Kitchen","Miami Marlins","Pitcher","6' 0""",200,"L","L",72
552640,"Andrew Kittredge","St. Louis Cardinals","Pitcher","6' 1""",235,"R","R",73
677008,"Heston Kjerstad","Baltimore Orioles","Outfielder","6' 2""",215,"L","R",74
694361,"Will Klein","Oakland Athletics","Pitcher","6' 5""",230,"R","R",77
680572,"Adam Kloffenstein","St. Louis Cardinals","Pitcher","6' 5""",245,"R","R",77
689017,"Landon Knack","Los Angeles Dodgers","Pitcher","6' 2""",220,"L","R",74
595284,"Andrew Knapp","San Francisco Giants","Catcher","6' 0""",189,"S","R",72
668800,"Andrew Knizner","Texas Rangers","Catcher","6' 0""",225,"R","R",72
667428,"Grant Koch","Pittsburgh Pirates","Catcher","5' 10""",195,"R","R",70
571863,"Matt Koch","Colorado Rockies","Pitcher","6' 3""",215,"L","R",75
686799,"Jack Kochanowicz","Los Angeles Angels","Pitcher","6' 7""",228,"L","R",79
657649,"Jared Koenig","Milwaukee Brewers","Pitcher","6' 5""",244,"R","L",77
663568,"Stephen Kolek","San Diego Padres","Pitcher","6' 3""",210,"R","R",75
656629,"Michael Kopech","Los Angeles Dodgers","Pitcher","6' 3""",220,"R","R",75
667478,"Evan Kravetz","Cincinnati Reds","Pitcher","6' 8""",240,"L","L",80
668952,"Ryan Kreidler","Detroit Tigers","Shortstop","6' 3""",208,"R","R",75
665152,"Dean Kremer","Baltimore Orioles","Pitcher","6' 2""",210,"R","R",74
670219,"Zac Kristofak","Los Angeles Angels","Pitcher","5' 9""",189,"R","R",69
640454,"Matt Krook","Baltimore Orioles","Pitcher","6' 4""",225,"L","L",76
641771,"Chad Kuhl","Chicago White Sox","Pitcher","6' 3""",200,"R","R",75
669270,"Joel Kuhnel","Tampa Bay Rays","Pitcher","6' 5""",290,"R","R",77
680757,"Steven Kwan","Cleveland Guardians","Outfielder","5' 8""",170,"L","L",68
663567,"Peter Lambert","Colorado Rockies","Pitcher","6' 2""",208,"R","R",74
659275,"Dinelson Lamet","Los Angeles Dodgers","Pitcher","6' 3""",228,"R","R",75
656638,"Alex Lange","Detroit Tigers","Pitcher","6' 3""",202,"R","R",75
669127,"Shea Langeliers","Oakland Athletics","Catcher","5' 11""",205,"R","R",71
694671,"Wyatt Langford","Texas Rangers","Outfielder","6' 0""",225,"R","R",72
663616,"Trevor Larnach","Minnesota Twins","Outfielder","6' 3""",223,"L","R",75
686747,"Joe La Sorsa","Washington Nationals","Pitcher","6' 5""",224,"L","L",77
656641,"Jacob Latz","Texas Rangers","Pitcher","6' 2""",185,"R","L",74
657656,"Ramón Laureano","Atlanta Braves","Outfielder","5' 9""",203,"R","R",69
571882,"Derek Law","Washington Nationals","Pitcher","6' 3""",225,"R","R",75
664875,"Justin Lawrence","Colorado Rockies","Pitcher","6' 3""",211,"R","R",75
676661,"Max Lazar","Philadelphia Phillies","Pitcher","6' 1""",200,"R","R",73
681517,"Kyle Leahy","St. Louis Cardinals","Pitcher","6' 5""",225,"S","R",77
673929,"Jordan Leasure","Chicago White Sox","Pitcher","6' 3""",220,"R","R",75
641779,"Charles Leblanc","Los Angeles Angels","Shortstop","6' 3""",195,"R","R",75
600917,"José Leclerc","Texas Rangers","Pitcher","6' 0""",195,"R","R",72
686797,"Brooks Lee","Minnesota Twins","Third Base","6' 0""",205,"S","R",72
669276,"Dylan Lee","Atlanta Braves","Pitcher","6' 3""",214,"L","L",75
808982,"Jung Hoo Lee","San Francisco Giants","Outfielder","6' 0""",196,"L","R",72
686676,"Korey Lee","Chicago White Sox","Catcher","6' 0""",225,"R","R",72
668984,"Casey Legumina","Cincinnati Reds","Pitcher","6' 2""",195,"R","R",74
605335,"Brandon Leibrandt","Cincinnati Reds","Pitcher","6' 4""",190,"L","L",76
683004,"Jack Leiter","Texas Rangers","Pitcher","6' 1""",205,"R","R",73
643410,"Mark Leiter Jr.","New York Yankees","Pitcher","6' 0""",210,"R","R",72
518934,"DJ LeMahieu","New York Yankees","Second Base","6' 3""",220,"R","R",75
694175,"Pedro León","Houston Astros","Outfielder","5' 8""",170,"R","R",68
608678,"Dominic Leone","Chicago White Sox","Pitcher","5' 10""",215,"R","R",70
668904,"Royce Lewis","Minnesota Twins","First Base","6' 0""",200,"R","R",72
669461,"Matthew Liberatore","St. Louis Cardinals","Pitcher","6' 4""",215,"L","L",76
596019,"Francisco Lindor","New York Mets","Shortstop","5' 10""",190,"S","R",70
702358,"Trey Lipscomb","Washington Nationals","Third Base","6' 2""",202,"R","R",74
641793,"Zack Littell","Tampa Bay Rays","Pitcher","6' 4""",250,"R","R",76
663893,"Brendon Little","Toronto Blue Jays","Pitcher","6' 2""",195,"L","L",74
681432,"Luke Little","Chicago Cubs","Pitcher","6' 8""",220,"L","L",80
594902,"Ben Lively","Cleveland Guardians","Pitcher","6' 4""",235,"R","R",76
642528,"Jonathan Loáisiga","New York Yankees","Pitcher","5' 11""",195,"R","R",71
682988,"Tyler Locklear","Seattle Mariners","First Base","6' 2""",235,"R","R",74
663604,"Brandon Lockridge","San Diego Padres","Outfielder","6' 0""",197,"R","R",72
666157,"Nick Lodolo","Cincinnati Reds","Pitcher","6' 6""",216,"L","L",78
679845,"Nick Loftin","Kansas City Royals","Third Base","5' 11""",180,"R","R",71
656657,"Zach Logue","Los Angeles Dodgers","Pitcher","6' 0""",165,"L","L",72
669674,"Sam Long","Kansas City Royals","Pitcher","6' 1""",185,"L","L",73
694388,"Joey Loperfido","Toronto Blue Jays","Outfielder","6' 3""",220,"L","R",75
605346,"Jack López","Los Angeles Angels","Second Base","5' 9""",160,"R","R",69
682052,"Jacob Lopez","Tampa Bay Rays","Pitcher","6' 4""",220,"L","L",76
605347,"Jorge López","Chicago Cubs","Pitcher","6' 3""",200,"R","R",75
670032,"Nicky Lopez","Chicago White Sox","Second Base","5' 10""",186,"L","R",70
672640,"Otto Lopez","Miami Marlins","Shortstop","5' 10""",185,"R","R",70
